Locality,Municipality,County,Latitude,Longitude,Radie
Luleå,Luleå,Norrbotten,65.583135,22.146013,15
Lundby,Kungälv,Uppsala,59.671230,17.047432,15
Lunde,Kramfors,Gävleborg,61.974137,17.241551,15
Lund,Lund,Skåne,55.702929,13.192944,15
Lundsbrunn,Götene,Västra Götaland,58.471591,13.445263,15
Lunnarp,Tomelilla,Skåne,55.543894,14.040716,15
Lunne,Östersund,Västernorrland,63.784732,17.657620,15
Lurudden,Ekerö,Stockholm,59.274685,17.708260,15
Lycksele,Lycksele,Västerbotten,64.595861,18.677755,15
Lycksta,Västerås,Västmanland,59.695182,16.567965,15
Lyrestad,Mariestad,Västra Götaland,58.803630,14.059127,15
Lysekil,Lysekil,Västra Götaland,58.291426,11.329568,15
Lysvik,Sunne,Värmland,60.015272,13.132996,15
Långared,Alingsås,Västra Götaland,58.045332,12.520669,15
Långasjö,Emmaboda,Blekinge,56.429453,15.461471,15
Långsele,Sollefteå,Västernorrland,63.185115,17.056398,15
Långshyttan,Hedemora,Dalarna,60.451773,16.032348,15
Långviksmon,Örnsköldsvik,Västernorrland,63.631477,18.698402,15
Långvik,Värmdö,Norrbotten,65.416475,21.850586,15
Långås,Falkenberg,Halland,56.979132,12.447907,15
Läby,Uppsala,Uppsala,60.088426,17.555379,15
Läckeby,Kalmar,Kalmar,56.782908,16.294941,15
Länghem,Tranemo,Västra Götaland,57.601177,13.242889,15
Länna,Uppsala,Uppsala,59.878854,17.966069,15
Läppe,Vingåker,Södermanland,59.129561,15.799966,15
Lärbro,Gotland,Gotland,57.785162,18.790637,15
Löberöd,Eslöv,Skåne,55.775677,13.514908,15
Löddeköpinge,Kävlinge,Skåne,55.763213,13.000394,15
Löderup,Ystad,Skåne,55.438801,14.113706,15
Lödöse,Lilla Edet,Västra Götaland,58.033758,12.154571,15
Lögdeå,Nordmaling,Västerbotten,63.549258,19.390514,15
Lönsboda,Osby,Skåne,56.398584,14.321326,15
Lörby,Sölvesborg,Blekinge,56.071259,14.696498,15
Löttorp,Borgholm,Kalmar,57.166116,16.996494,15
Löwenströmska lasarettet,Upplands Väsby,Stockholm,59.541799,17.916415,15
Lövestad,Sjöbo,Skåne,55.652280,13.891961,15
Lövstalöt,Uppsala,Uppsala,59.958716,17.577546,15
Lövånger,Skellefteå,Västerbotten,64.368753,21.313517,15
Madängsholm,Tidaholm,Västra Götaland,58.140409,13.921067,15
Magra,Alingsås,Västra Götaland,58.113151,12.623350,15
Mala,Hässleholm,Skåne,56.241004,13.711531,15
Malmberget västra,Gällivare,Norrbotten,67.176118,20.658935,15
Malmberget östra,Gällivare,Norrbotten,67.176118,20.658935,15
Malmbäck,Nässjö,Kronoberg,56.840954,14.049387,15
Malmen,Västerås,Kalmar,57.014890,16.219951,15
Malmköping,Flen,Södermanland,59.133138,16.725512,15
Malmslätt,Linköping,Östergötland,58.416735,15.516966,15
Malmö,Malmö,Skåne,55.605293,13.000156,15
Malmön,Sotenäs,Gävleborg,60.589005,16.777880,15
Malung,Malung-Sälen,Dalarna,60.686446,13.714586,15
Malungsfors,Malung-Sälen,Dalarna,60.734169,13.552234,15
Malå,Malå,Västerbotten,65.238752,18.729258,15
Mantorp,Mjölby,Östergötland,58.354314,15.288493,15
Marbäck,Ulricehamn,Halland,56.705200,13.029041,15
Margretetorp,Ängelholm,Skåne,56.335859,12.892382,15
Mariannelund,Eksjö,Jönköping,57.615689,15.580343,15
Marieby,Östersund,Jämtland,63.116689,14.723028,15
Mariefred,Strängnäs,Södermanland,59.259945,17.222948,15
Marieholm,Eslöv,Skåne,55.864144,13.151533,15
Marielund,Strängnäs,Uppsala,59.838943,17.870543,15
Mariestad,Mariestad,Västra Götaland,58.800977,13.751662,15
Markaryd,Markaryd,Kronoberg,56.459613,13.591983,15
Marmaskogen,Söderhamn,Gävleborg,61.278953,16.896402,15
Marma,Älvkarleby,Uppsala,59.784245,17.839820,15
Marmorbyn,Vingåker,Södermanland,59.045239,16.069696,15
Marstrand,Kungälv,Västra Götaland,57.886761,11.588797,15
Matfors,Sundsvall,Västernorrland,62.346769,17.019979,15
Medle,Skellefteå,Västerbotten,64.745230,20.756741,15
Medåker,Arboga,Västmanland,59.451516,15.754719,15
Mehedeby,Tierp,Uppsala,60.445910,17.403973,15
Mellansel,Örnsköldsvik,Västernorrland,63.424772,18.308823,15
Mellbystrand,Laholm,Halland,56.504597,12.948391,15
Mellerud,Mellerud,Västra Götaland,58.682429,12.525313,15
Mellösa,Flen,Södermanland,59.100733,16.561849,15
Merlänna,Strängnäs,Södermanland,59.280796,16.980532,15
Mjällby,Sölvesborg,Blekinge,56.047083,14.678027,15
Mjällom,Kramfors,Västernorrland,62.986690,18.430428,15
Mjöbäck,Svenljunga,Västra Götaland,57.314698,12.875615,15
Mjöhult,Höganäs,Kronoberg,56.816097,14.360647,15
Mjölby,Mjölby,Östergötland,58.295391,15.179064,15
Mjönäs,Hagfors,Värmland,59.879452,13.55936,15
Mockfjärd,Gagnef,Dalarna,60.502899,14.959955,15
Mogata,Söderköping,Östergötland,58.451127,16.451785,15
Moheda,Alvesta,Kronoberg,57.004355,14.572811,15
Mohed,Söderhamn,Gävleborg,61.294540,16.827051,15
Moholm,Töreboda,Västra Götaland,58.607027,14.038339,15
Moliden,Örnsköldsvik,Västernorrland,63.379294,18.455573,15
Molkom,Karlstad,Värmland,59.602235,13.728668,15
Mollösund,Orust,Västra Götaland,58.073313,11.475499,15
Mora,Mora,Dalarna,61.008209,14.543133,15
Morgongåva,Heby,Uppsala,59.933759,16.962697,15
Morup,Falkenberg,Halland,56.979293,12.395902,15
Motala,Motala,Östergötland,58.542039,15.041261,15
Mullhyttan,Lekeberg,Örebro,59.151568,14.683658,15
Mullsjö,Mullsjö,Jönköping,57.942325,13.816638,15
Munga,Västerås,Västmanland,59.744661,16.521960,15
Munka-Ljungby,Ängelholm,Skåne,56.256101,12.973975,15
Munkedal,Munkedal,Västra Götaland,58.607817,11.672323,15
Munkfors,Munkfors,Värmland,59.809955,13.488232,15
Munktorp,Köping,Västmanland,59.532577,16.134284,15
Muskö,Haninge,Stockholm,58.995830,18.114857,15
Myckle,Skellefteå,Västerbotten,64.753000,20.843137,15
Myggenäs,Tjörn,Västra Götaland,58.055490,11.743581,15
Myresjö,Vetlanda,Jönköping,57.384661,14.966436,15
Myrviken,Berg,Jämtland,63.000251,14.338833,15
Målilla,Hultsfred,Kalmar,57.387601,15.812169,15
Målsta,Östersund,Jämtland,63.153293,14.503876,15
Månkarbo,Tierp,Uppsala,60.226211,17.466286,15
Måttsund,Luleå,Norrbotten,65.544163,21.902536,15
Märsta,Sigtuna,Stockholm,59.625238,17.851567,15
Möklinta,Sala,Västmanland,60.086028,16.544777,15
Mölle,Höganäs,Skåne,56.282746,12.498322,15
Mölltorp,Karlsborg,Västra Götaland,58.494309,14.41381,15
Mölnbo,Södertälje,Stockholm,59.048603,17.41531,15
Mölnlycke,Härryda,Västra Götaland,57.658361,12.113576,15
Mönsterås,Mönsterås,Kalmar,57.042955,16.444801,15
Mörarp,Helsingborg,Skåne,56.056735,12.877454,15
Mörbylånga,Mörbylånga,Kalmar,56.524963,16.379998,15
Mörlunda,Hultsfred,Kalmar,57.323302,15.865313,15
Mörrum,Karlshamn,Blekinge,56.192516,14.751521,15
Mörsil,Åre,Jämtland,63.309848,13.657397,15
Nedansjö,Sundsvall,Västernorrland,62.376436,16.848226,15
Nedre Gärdsjö,Rättvik,Dalarna,60.938578,15.225472,15
Nibble,Södertälje,Stockholm,59.064191,17.624100,15
Nikkala,Haparanda,Norrbotten,65.804057,23.914270,15
Nissafors,Gnosjö,Jönköping,57.407874,13.637141,15
Nitta,Ulricehamn,Västra Götaland,57.827588,13.193772,15
Njutånger,Hudiksvall,Gävleborg,61.613485,17.052906,15
Nolvik,Göteborg,Västra Götaland,57.777278,11.831599,15
Nora,Nora,Västernorrland,62.763013,18.272028,15
Norberg,Norberg,Västmanland,60.061747,15.954910,15
Nordanö,Avesta,Västernorrland,62.742779,18.120571,15
Nordingrå,Kramfors,Västernorrland,62.845904,18.655486,15
Nordkroken,Vänersborg,Västra Götaland,58.382685,12.41426,15
Nordmaling,Nordmaling,Västerbotten,63.475532,19.548486,15
Nordöstra Göteborg,Göteborg,Västra Götaland,57.861715,11.517247,15
Norje,Sölvesborg,Blekinge,56.122104,14.668745,15
Norra Bro,Örebro,Örebro,59.226584,15.250518,15
Norra Lagnö,Värmdö,Stockholm,59.354259,18.408346,15
Norr Amsberg,Borlänge,Dalarna,60.530472,15.356155,15
Norra Muskö,Haninge,Stockholm,58.995830,18.114857,15
Norra Riksten,Botkyrka,Stockholm,59.189071,17.915707,15
Norra Rörum,Höör,Skåne,56.017655,13.507504,15
Norra Vindö,Värmdö,Halland,57.365182,12.057731,15
Norra Visby,Gotland,Gotland,57.664609,18.332447,15
Norrfjärden,Piteå,Norrbotten,65.419619,21.500646,15
Norr-Hede,Härjedalen,Jämtland,62.424745,13.534383,15
Norrhult-Klavreström,Uppvidinge,Kronoberg,57.127551,15.162189,15
Norrköping,Norrköping,Östergötland,58.590912,16.190351,15
Norrmjöle,Umeå,Västerbotten,63.667528,20.123630,15
Norrsundet,Gävle,Gävleborg,60.929974,17.140667,15
Norrtälje,Norrtälje,Stockholm,59.759173,18.703747,15
Norsbron,Karlstad,Örebro,59.687833,14.616433,15
Norsholm,Norrköping,Östergötland,58.506293,15.974581,15
Norsjö,Norsjö,Västerbotten,64.936309,19.476216,15
Nossebro,Essunga,Västra Götaland,58.188396,12.719209,15
Nusnäs,Mora,Dalarna,60.962501,14.646180,15
Nya Långenäs,Härryda,Västra Götaland,57.656138,12.165207,15
Nyborg,Kalix,Uppsala,59.837280,17.535841,15
Nybro,Nybro,Kalmar,56.745225,15.906154,15
Nybrostrand,Ystad,Skåne,55.433008,13.950298,15
Nyehusen,Kristianstad,Skåne,55.854010,14.225262,15
Nye,Vetlanda,Jönköping,57.343615,15.274067,15
Nygård,Lilla Edet,Kronoberg,56.962263,14.835024,15
Nyhammar,Ludvika,Dalarna,60.292442,14.969654,15
Nykil,Linköping,Östergötland,58.221650,15.500700,15
Nykroppa,Filipstad,Värmland,59.622527,14.304553,15
Nykvarn,Nykvarn,Stockholm,59.196648,17.397728,15
Nykyrka,Motala,Södermanland,58.829787,16.747025,15
Nyköping,Nyköping,Södermanland,58.754491,17.011814,15
Nyland,Kramfors,Norrbotten,65.860968,24.121486,15
Nymölla,Bromölla,Skåne,56.039288,14.464035,15
Nynäshamn,Nynäshamn,Stockholm,58.905645,17.947098,15
Nysättra,Norrtälje,Stockholm,59.810277,18.893669,15
Nås,Vansbro,Dalarna,60.455788,14.497512,15
Nälden,Krokom,Jämtland,63.348140,14.254167,15
Näs bruk,Avesta,Dalarna,60.179828,16.478600,15
Nässjö,Nässjö,Jönköping,57.653037,14.698155,15
Näsum,Bromölla,Skåne,56.172615,14.498832,15
Näsviken,Hudiksvall,Gävleborg,61.766667,16.866667,15
Näsviken,Strömsund,Jämtland,63.851591,15.535497,15
Näsåker,Sollefteå,Västernorrland,63.442944,16.897486,15
Nättraby,Karlskrona,Blekinge,56.205946,15.530474,15
Nävekvarn,Nyköping,Södermanland,58.630060,16.796682,15
Nävragöl,Karlskrona,Blekinge,56.375172,15.565153,15
Nöbbele,Växjö,Kronoberg,56.695892,15.022591,15
Nödinge-Nol,Ale,Västra Götaland,57.906877,12.060160,15
Obbola,Umeå,Västerbotten,63.702584,20.313093,15
Ockelbo,Ockelbo,Gävleborg,60.919700,16.542670,15
Odensbacken,Örebro,Örebro,59.162539,15.525526,15
Odensberg,Falköping,Västra Götaland,58.154929,13.435662,15
Oknö,Mönsterås,Kalmar,56.998086,16.503481,15
Oleby,Torsby,Värmland,60.135705,13.036516,15
Olofstorp,Göteborg,Västra Götaland,57.798552,12.168591,15
Olofström,Olofström,Blekinge,56.278997,14.533325,15
Olsfors,Bollebygd,Västra Götaland,57.691805,12.698833,15
Olshammar,Askersund,Örebro,58.755540,14.799502,15
Onsala,Kungsbacka,Halland,57.427218,12.030270,15
Onslunda,Tomelilla,Skåne,55.598492,14.050292,15
Ormaryd,Nässjö,Jönköping,57.666574,14.83086,15
Ornäs,Borlänge,Dalarna,60.510133,15.538583,15
Orrefors,Nybro,Kalmar,56.839478,15.748617,15
Orrhammar,Flen,Södermanland,59.08054,16.563566,15
Orrviken,Östersund,Jämtland,63.106351,14.437171,15
Orsa,Orsa,Dalarna,61.120117,14.622253,15
Osbyholm,Hörby,Skåne,55.848210,13.610839,15
Osby,Osby,Skåne,56.382746,13.993285,15
Oskarshamn,Oskarshamn,Kalmar,57.263281,16.444347,15
Oskarström,Halmstad,Halland,56.801561,12.976093,15
Ostvik,Skellefteå,Västerbotten,64.881956,21.063818,15
Otterbäcken,Gullspång,Västra Götaland,58.943790,14.039389,15
Oxelösund,Oxelösund,Södermanland,58.670016,17.104082,15
Oxie,Malmö,Skåne,55.546157,13.096786,15
Pajala,Pajala,Norrbotten,67.209036,23.364729,15
Parksidan,Ekerö,Stockholm,59.284221,17.846563,15
Pauliström,Vetlanda,Jönköping,57.468898,15.509390,15
Persberg,Filipstad,Örebro,59.113364,15.546807,15
Pershagen,Södertälje,Stockholm,59.152798,17.656331,15
Perstorp,Perstorp,Skåne,56.137696,13.395281,15
Persön,Luleå,Norrbotten,65.739828,22.168236,15
Pilgrimstad,Bräcke,Jämtland,62.954340,15.043739,15
Piperskärr,Västervik,Kalmar,57.778491,16.633994,15
Piteå,Piteå,Norrbotten,65.313476,21.489939,15
Porjus,Jokkmokk,Norrbotten,66.960080,19.822231,15
Prästängen,Arvika,Stockholm,59.621465,17.706711,15
Pukavik,Sölvesborg,Blekinge,56.167715,14.683124,15
Påarp,Helsingborg,Skåne,56.031794,12.815699,15
Pålsboda,Hallsberg,Örebro,59.065183,15.337320,15
Påläng,Kalix,Norrbotten,65.813772,22.891509,15
Påryd,Kalmar,Kalmar,56.568072,15.926524,15
Påskallavik,Oskarshamn,Kalmar,57.162953,16.459455,15
Rabbalshede,Tanum,Västra Götaland,58.610765,11.471778,15
Ramdala,Karlskrona,Blekinge,56.183646,15.766504,15
Ramnäs,Surahammar,Västmanland,59.776193,16.197830,15
Ramsberg,Lindesberg,Örebro,59.768505,15.300246,15
Ramsele,Sollefteå,Västernorrland,63.538099,16.468698,15
Ramstalund,Uppsala,Uppsala,59.798448,17.442889,15
Ramvik,Härnösand,Västernorrland,62.816873,17.865410,15
Ransta,Sala,Västmanland,59.811410,16.638089,15
Rappestad,Linköping,Östergötland,58.410335,15.420873,15
Reftele,Gislaved,Jönköping,57.175757,13.592978,15
Rejmyre,Finspång,Östergötland,58.830057,15.931366,15
Rengsjö,Bollnäs,Gävleborg,61.362768,16.614325,15
Repbäcken,Borlänge,Dalarna,60.515794,15.344262,15
Resarö,Vaxholm,Stockholm,59.430784,18.333296,15
Revingeby,Lund,Skåne,55.725820,13.459653,15
Riala,Norrtälje,Stockholm,59.631719,18.517372,15
Riddarhyttan,Skinnskattebergs k.,Västmanland,59.808647,15.538597,15
Rimbo,Norrtälje,Stockholm,59.745319,18.360176,15
Rimforsa,Kinda,Östergötland,58.137829,15.676202,15
Rindö,Vaxholm,Stockholm,59.40183,18.372286,15
Ringarum,Valdemarsvik,Östergötland,58.333783,16.444430,15
Rinkabyholm,Kalmar,Kalmar,56.654593,16.261189,15
Rinkaby,Kristianstad,Skåne,55.982144,14.273104,15
Risby,Kungälv,Västra Götaland,57.894495,11.850962,15
Rishammar,Kungälv,Västra Götaland,57.906184,11.936017,15
Risögrund,Kalix,Norrbotten,65.810747,23.244968,15
Robertsfors,Robertsfors,Västerbotten,64.193285,20.854274,15
Robertsholm,Hofors,Gävleborg,60.570750,16.270978,15
Rockhammar,Lindesberg,Örebro,59.528885,15.449055,15
Rockneby,Kalmar,Kalmar,56.804297,16.349063,15
Roknäs,Piteå,Norrbotten,65.349932,21.178993,15
Rolfs,Kalix,Norrbotten,65.846276,23.124370,15
Rolfstorp,Varberg,Halland,57.145253,12.45987,15
Romakloster,Gotland,Gotland,57.507393,18.450613,15
Romme,Borlänge,Dalarna,60.442504,15.482722,15
Ronnebyhamn,Ronneby,Blekinge,56.174054,15.292186,15
Ronneby,Ronneby,Blekinge,56.210041,15.276035,15
Rosenfors,Hultsfred,Kalmar,57.362821,15.839269,15
Rosenlund,Tranemo,Västra Götaland,57.526661,13.344477,15
Rosersberg,Sigtuna,Stockholm,59.581732,17.888175,15
Rossön,Strömsund,Jämtland,63.928714,16.314311,15
Rosvik,Piteå,Norrbotten,65.426626,21.692732,15
Roteberg,Ovanåker,Gävleborg,61.394776,15.838278,15
Rottneros,Sunne,Värmland,59.796396,13.109385,15
Rottne,Växjö,Kronoberg,57.021676,14.892100,15
Rot,Älvdalen,Dalarna,61.256161,14.038113,15
Ruda,Högsby,Östergötland,58.98194,15.863871,15
Rud,Hammarö,Jönköping,57.786236,13.865392,15
Rundvik,Nordmaling,Västerbotten,63.541151,19.440203,15
Runemo,Ovanåker,Gävleborg,61.355796,16.143664,15
Runtuna,Nyköping,Södermanland,58.872985,17.074430,15
Rusksele,Lycksele,Västerbotten,64.815066,18.899262,15
Rutvik,Luleå,Norrbotten,65.670178,22.089850,15
Rya,Härryda,Västra Götaland,58.056370,13.332731,15
Rydaholm,Värnamo,Jönköping,56.987188,14.309857,15
Ryd,Alingsås,Västra Götaland,58.220865,13.372489,15
Rydal,Mark,Västra Götaland,57.556172,12.693667,15
Rydboholm,Borås,Västra Götaland,57.654335,12.884362,15
Rydbo,Österåker,Stockholm,59.463626,18.185024,15
Rydebäck,Helsingborg,Skåne,55.966444,12.780677,15
Ryd,Jönköping,Västra Götaland,58.220865,13.372489,15
Rydsgård,Skurup,Skåne,55.470789,13.588290,15
Rydsnäs,Ydre,Östergötland,57.800021,15.146572,15
Ryd,Tingsryd,Västra Götaland,58.220865,13.372489,15
Rydöbruk,Hylte,Halland,56.960859,13.143345,15
Ryssby,Ljungby,Kronoberg,56.864492,14.167912,15
Råby,Håbo,Uppsala,59.897716,17.675591,15
Råda,Hagfors,Värmland,60.005367,13.597393,15
Råneå,Luleå,Norrbotten,65.856088,22.289997,15
Rångedala,Borås,Västra Götaland,57.793019,13.125345,15
Rånnaväg,Ulricehamn,Västra Götaland,57.676743,13.465877,15
Rånäs,Norrtälje,Stockholm,59.803183,18.301225,15
Råtorp,Karlstad,Värmland,59.410535,13.487439,15
Rälla,Borgholm,Kalmar,56.774459,16.571886,15
Ränneslöv,Laholm,Halland,56.453316,13.076352,15
Rätan,Berg,Jämtland,62.472121,14.557917,15
Rättarboda,Upplands-Bro,Stockholm,59.500988,17.604074,15
Rättvik,Rättvik,Dalarna,60.883754,15.122678,15
Rävemåla,Tingsryd,Kronoberg,56.556264,15.264463,15
Rävlanda,Härryda,Västra Götaland,57.655551,12.499865,15
Röbäck,Umeå,Västerbotten,63.809335,20.187522,15
Röda holme,Kungsbacka,Halland,57.376334,11.991584,15
Rödeby,Karlskrona,Blekinge,56.257432,15.618547,15
Rödån,Habo,Västerbotten,64.116237,20.006266,15
Röke,Hässleholm,Skåne,56.235947,13.522654,15
Rönneshytta,Askersund,Örebro,58.923791,15.03931,15
Rönnäng,Tjörn,Västra Götaland,57.937715,11.585986,15
Rörvik,Sävsjö,Halland,57.417842,11.939965,15
Rörö,Öckerö,Västra Götaland,57.781185,11.605982,15
Röstånga,Svalöv,Skåne,56.000698,13.291218,15
Sala,Sala,Västmanland,59.920226,16.605644,15
Salbohed,Sala,Västmanland,59.911787,16.349275,15
Saleby,Lidköping,Västra Götaland,58.140254,13.603637,15
Saltsjöbaden,Nacka,Stockholm,59.279277,18.304929,15
Sandared,Borås,Västra Götaland,57.710057,12.793982,15
Sandarne,Söderhamn,Gävleborg,61.259492,17.163533,15
Sandhem,Mullsjö,Västra Götaland,58.012698,13.499449,15
Sandhult,Borås,Västra Götaland,57.769562,12.820944,15
Sandskogen,Kävlinge,Skåne,55.762881,12.982192,15
Sandslån,Kramfors,Västernorrland,62.309973,17.380728,15
Sandviken,Sandviken,Gävleborg,60.619422,16.783333,15
Sandviken,Södertälje,Stockholm,59.183333,17.633333,15
Sangis,Kalix,Norrbotten,65.855789,23.495749,15
Sankt Olof,Simrishamn,Skåne,55.636693,14.129242,15
Saxdalen,Ludvika,Dalarna,60.150877,14.976220,15
Saxnäs,Mörbylånga,Kalmar,56.686651,16.491955,15
Saxtorpsskogen,Landskrona,Skåne,55.828988,12.942142,15
Segersta,Bollnäs,Gävleborg,61.266693,16.645052,15
Segersäng,Nynäshamn,Stockholm,59.027020,17.929652,15
Segmon,Grum,Värmland,59.274787,13.042653,15
Selja,Mora,Dalarna,61.017549,14.471227,15
Selånger,Sundsvall,Västernorrland,62.404767,17.126484,15
Sennan,Halmstad,Halland,56.774140,12.979098,15
Seskarö,Haparanda,Norrbotten,65.726458,23.731355,15
Sexdrega,Svenljunga,Västra Götaland,57.576853,13.117921,15
Sibbhult,Östra Göinge,Skåne,56.269404,14.195023,15
Sibble,Botkyrka,Stockholm,59.112867,17.744928,15
Sibo,Bollnäs,Gävleborg,61.214991,16.602652,15
Sidensjö,Örnsköldsvik,Västernorrland,63.277804,18.076399,15
Sifferbo,Gagnef,Dalarna,60.557505,15.222898,15
Sigtuna,Sigtuna,Stockholm,59.616520,17.723630,15
Siljansnäs,Leksand,Dalarna,60.775392,14.857697,15
Silverdalen,Hultsfred,Kalmar,57.543427,15.747964,15
Simlångsdalen,Halmstad,Halland,56.720464,13.126037,15
Simonstorp,Norrköping,Östergötland,58.786108,16.154592,15
Simrishamn,Simrishamn,Skåne,55.556554,14.349990,15
Sjuhalla,Karlskrona,Blekinge,56.188899,15.562280,15
Sjulsmark,Piteå,Norrbotten,65.519859,21.491570,15
Sjunnen,Vetlanda,Jönköping,57.435987,15.172909,15
Sjunnerup,Höör,Skåne,56.105694,12.726249,15
Sjuntorp,Trollhättan,Västra Götaland,58.188230,12.226877,15
Själsö,Gotland,Gotland,57.695914,18.360332,15
Sjöbo,Sjöbo,Skåne,55.635086,13.703116,15
Sjögestad,Linköping,Östergötland,58.361545,15.369854,15
Sjörröd,Hässleholm,Skåne,56.282589,13.915975,15
Sjösa,Nyköping,Södermanland,58.776571,17.086447,15
Sjöskogen och Strand,Uddevalla,Västra Götaland,58.286712,11.830503,15
Sjötorp,Mariestad,Västra Götaland,58.837351,13.980023,15
Sjövik,Lerum,Västra Götaland,57.915932,12.370609,15
Skanör med Falsterbo,Vellinge,Skåne,55.406007,12.844342,15
Skara,Skara,Västra Götaland,58.384607,13.439767,15
Skarpö,Vaxholm,Stockholm,59.395874,18.976177,15
Skattkärr,Karlstad,Värmland,59.417686,13.677096,15
Skattungbyn,Orsa,Dalarna,61.185738,14.848198,15
Skavkulla och Skillingenäs,Karlskrona,Blekinge,56.178442,15.518659,15
Skebobruk,Norrtälje,Stockholm,59.968548,18.612015,15
Skebokvarn,Flen,Södermanland,59.061482,16.708105,15
Skedala,Halmstad,Halland,56.693218,12.973859,15
Skeda udde,Linköping,Östergötland,58.291674,15.559967,15
Skede,Vetlanda,Västernorrland,63.250541,19.004406,15
Skedvi kyrkby,Säter,Dalarna,60.403368,15.812790,15
Skee,Strömstad,Västra Götaland,58.924422,11.268152,15
Skegrie,Trelleborg,Skåne,55.406315,13.082367,15
Skelleftehamn,Skellefteå,Västerbotten,64.687603,21.236392,15
Skellefteå,Skellefteå,Västerbotten,64.742143,20.971923,15
Skepplanda,Ale,Västra Götaland,57.982574,12.212476,15
Skeppshult,Gislaved,Jönköping,57.126356,13.361951,15
Skeppsvik,Nyköping,Västerbotten,63.799265,20.578910,15
Skiftinge,Eskilstuna,Södermanland,59.389915,16.538067,15
Skillingaryd,Vaggeryd,Jönköping,57.428947,14.091985,15
Skillinge,Simrishamn,Skåne,55.475713,14.279918,15
Skinnskatteberg,Skinnskattebergs k.,Västmanland,59.792577,15.745683,15
Skivarp,Skurup,Skåne,55.424630,13.569718,15
Skoby,Östhammar,Uppsala,60.033424,18.029507,15
Skoghall,Hammarö,Värmland,59.324185,13.470522,15
Skogsby,Mörbylånga,Södermanland,58.785863,16.319955,15
Skottorp,Laholm,Halland,56.450007,12.961617,15
Skrea,Falkenberg,Halland,56.883355,12.558435,15
Skruv,Lessebo,Kronoberg,57.158718,15.164831,15
Skultorp,Skövde,Västra Götaland,58.341621,13.827990,15
Skultuna,Västerås,Västmanland,59.721776,16.428147,15
Skumparp,Malmö,Skåne,55.538813,12.966722,15
Skurup,Skurup,Skåne,55.483927,13.501464,15
Skutskär,Älvkarleby,Uppsala,60.635222,17.409286,15
Skyttorp,Uppsala,Uppsala,60.080892,17.735795,15
Skålö,Vansbro,Dalarna,60.563861,14.301572,15
Skånes-Fagerhult,Örkelljunga,Skåne,56.370506,13.465170,15
Skåne-Tranås,Tomelilla,Skåne,55.614047,13.993737,15
Skåpafors,Bengtsfors,Västra Götaland,59.022839,12.289002,15
Skåre,Karlstad,Skåne,55.377133,13.050329,15
Skällinge,Varberg,Halland,57.182168,12.468343,15
Skänninge,Mjölby,Östergötland,58.395580,15.086770,15
Skärblacka,Norrköping,Östergötland,58.575892,15.923000,15
Skärhamn,Tjörn,Västra Götaland,57.990922,11.549795,15
Skärplinge,Tierp,Uppsala,60.474156,17.762776,15
Skärstad,Jönköping,Jönköping,57.888091,14.364036,15
Sköldinge,Katrineholm,Södermanland,59.031551,16.445463,15
Sköllersta,Hallsberg,Örebro,59.137692,15.337695,15
Skölsta,Uppsala,Uppsala,59.876284,17.748717,15
Skörby,Håbo,Uppsala,59.567537,17.483612,15
Skövde,Skövde,Västra Götaland,58.389845,13.844379,15
Slaka,Linköping,Östergötland,58.359696,15.553717,15
Slite,Gotland,Gotland,57.707220,18.801919,15
Slite norra,Gotland,Gotland,57.707220,18.801919,15
Slottsbron,Grum,Värmland,59.323821,13.104132,15
Slottsskogen,Håbo,Västra Götaland,57.687282,11.940638,15
Slätthult,Lerum,Skåne,55.996056,13.872717,15
Slöinge,Falkenberg,Halland,56.855134,12.690862,15
Smedby,Kalmar,Dalarna,60.693638,15.052840,15
Smedjebacken,Smedjebacken,Dalarna,60.141496,15.415104,15
Smedseröd,Uddevalla,Västra Götaland,58.365430,11.807151,15
Smedstorp,Tomelilla,Skåne,55.550375,14.116682,15
Smygehamn,Trelleborg,Skåne,55.346446,13.374123,15
Smålandsstenar,Gislaved,Jönköping,57.162696,13.411558,15
Smögen,Sotenäs,Västra Götaland,58.353644,11.226118,15
Snogeröd,Höör,Skåne,55.838666,13.494158,15
Snöveltorp,Söderköping,Östergötland,58.500942,16.161604,15
Solberga,Kungälv,Västra Götaland,57.940833,11.810833,15
Solberga,Nässjö,Jönköping,57.733333,14.750000,15
Solberga,Österåker,Stockholm,59.495278,18.356389,15
Sollebrunn,Alingsås,Västra Götaland,58.119999,12.533111,15
Sollefteå norra,Sollefteå,Västernorrland,63.168023,17.265447,15
Sollefteå,Sollefteå,Västernorrland,63.168023,17.265447,15
Sollerön,Mora,Dalarna,60.913298,14.615740,15
Solvarbo,Säter,Dalarna,60.390240,15.670833,15
Sommen,Tranå,Östergötland,58.015502,15.212850,15
Sonstorp,Finspång,Östergötland,58.724620,15.634397,15
Sorsele,Sorsele,Västerbotten,65.533066,17.536874,15
Sorunda,Nynäshamn,Stockholm,59.014384,17.821050,15
Sparreholm,Flen,Södermanland,59.071630,16.829298,15
Spekeröd,Stenungsund,Västra Götaland,58.032826,11.870128,15
Spillersboda,Norrtälje,Stockholm,59.702861,18.856370,15
Spjutsbygd,Karlskrona,Blekinge,56.311330,15.595431,15
Spjutstorp,Tomelilla,Skåne,55.579951,14.014554,15
Spångsholm,Mjölby,Östergötland,58.352508,15.236179,15
